time,Target_pos_x,Target_pos_y,Target_pos_z,Target_rot_x,Target_rot_y,Target_rot_z
758.4,0.0,0.7727,0.175,0.0,0.0,0.0
758.4111,0.0,0.7727,0.175,0.0,0.0,0.0
758.4222,0.0,0.7727,0.175,0.0,0.0,0.0
758.4333,0.0,0.7727,0.175,0.0,0.0,0.0
758.4445,0.0,0.7727,0.175,0.0,0.0,0.0
758.4556,0.0,0.7727,0.175,0.0,0.0,0.0
758.4667,0.0,0.7727,0.175,0.0,0.0,0.0
758.4778,0.0,0.7727,0.175,0.0,0.0,0.0
758.4889,0.0,0.7727,0.175,0.0,0.0,0.0
758.5,0.0,0.7727,0.175,0.0,0.0,0.0
758.5111,0.0,0.7727,0.175,0.0,0.0,0.0
758.5222,0.0,0.7727,0.175,0.0,0.0,0.0
758.5333,0.0,0.7727,0.175,0.0,0.0,0.0
758.5444,0.0,0.7727,0.175,0.0,0.0,0.0
758.5556,0.0,0.7727,0.175,0.0,0.0,0.0
758.5667,0.0,0.7727,0.175,0.0,0.0,0.0
758.5778,0.0,0.7727,0.175,0.0,0.0,0.0
758.5889,0.0,0.7727,0.175,0.0,0.0,0.0
758.6,0.0,0.7727,0.175,0.0,0.0,0.0
758.6111,0.0,0.7727,0.175,0.0,0.0,0.0
758.6223,0.0,0.7727,0.175,0.0,0.0,0.0
758.6334,0.0,0.7727,0.175,0.0,0.0,0.0
758.6445,0.0,0.7727,0.175,0.0,0.0,0.0
758.6556,0.0,0.7727,0.175,0.0,0.0,0.0
758.6667,0.0,0.7727,0.175,0.0,0.0,0.0
758.6778,0.0,0.7727,0.175,0.0,0.0,0.0
758.6889,0.0,0.7727,0.175,0.0,0.0,0.0
758.7,0.0,0.7727,0.175,0.0,0.0,0.0
758.7111,0.0,0.7727,0.175,0.0,0.0,0.0
758.7222,0.0,0.7727,0.175,0.0,0.0,0.0
758.7333,0.0,0.7727,0.175,0.0,0.0,0.0
758.7444,0.0,0.7727,0.175,0.0,0.0,0.0
758.7556,0.0,0.7727,0.175,0.0,0.0,0.0
758.7667,0.0,0.7727,0.175,0.0,0.0,0.0
758.7778,0.0,0.7727,0.175,0.0,0.0,0.0
758.7889,0.0,0.7727,0.175,0.0,0.0,0.0
758.8,0.0,0.7727,0.175,0.0,0.0,0.0
758.8112,0.0,0.7727,0.175,0.0,0.0,0.0
758.8223,0.0,0.7727,0.175,0.0,0.0,0.0
758.8334,0.0,0.7727,0.175,0.0,0.0,0.0
758.8445,0.0,0.7727,0.175,0.0,0.0,0.0
758.8556,0.0,0.7727,0.175,0.0,0.0,0.0
758.8667,0.0,0.7727,0.175,0.0,0.0,0.0
758.8778,0.0,0.7727,0.175,0.0,0.0,0.0
758.8889,0.0,0.7727,0.175,0.0,0.0,0.0
758.9,0.0,0.7727,0.175,0.0,0.0,0.0
758.9111,0.0,0.7727,0.175,0.0,0.0,0.0
758.9222,0.0,0.7727,0.175,0.0,0.0,0.0
758.9333,0.0,0.7727,0.175,0.0,0.0,0.0
758.9445,0.0,0.7727,0.175,0.0,0.0,0.0
758.9556,0.0,0.7727,0.175,0.0,0.0,0.0
758.9667,0.0,0.7727,0.175,0.0,0.0,0.0
758.9778,0.0,0.7727,0.175,0.0,0.0,0.0
758.9889,0.0,0.7727,0.175,0.0,0.0,0.0
759.0,0.0,0.7727,0.175,0.0,0.0,0.0
759.0111,0.0,0.7727,0.175,0.0,0.0,0.0
759.0222,0.0,0.7727,0.175,0.0,0.0,0.0
759.0333,0.0,0.7727,0.175,0.0,0.0,0.0
759.0444,0.0,0.7727,0.175,0.0,0.0,0.0
759.0556,0.0,0.7727,0.175,0.0,0.0,0.0
759.0667,0.0,0.7727,0.175,0.0,0.0,0.0
759.0778,0.0,0.7727,0.175,0.0,0.0,0.0
759.0889,0.0,0.7727,0.175,0.0,0.0,0.0
759.1,0.0,0.7727,0.175,0.0,0.0,0.0
759.1111,0.0,0.7727,0.175,0.0,0.0,0.0
759.1223,0.0,0.7727,0.175,0.0,0.0,0.0
759.1334,0.0,0.7727,0.175,0.0,0.0,0.0
759.1445,0.0,0.7727,0.175,0.0,0.0,0.0
759.1556,0.0,0.7727,0.175,0.0,0.0,0.0
759.1667,0.0,0.7727,0.175,0.0,0.0,0.0
759.1778,0.0,0.7727,0.175,0.0,0.0,0.0
759.1889,0.0,0.7727,0.175,0.0,0.0,0.0
759.2,0.0,0.7727,0.175,0.0,0.0,0.0
759.2111,0.0,0.7727,0.175,0.0,0.0,0.0
759.2222,0.0,0.7727,0.175,0.0,0.0,0.0
759.2333,0.0,0.7727,0.175,0.0,0.0,0.0
