time,FailOnTouchObstacleLong-1_pos_x,FailOnTouchObstacleLong-1_pos_y,FailOnTouchObstacleLong-1_pos_z,FailOnTouchObstacleLong-1_rot_x,FailOnTouchObstacleLong-1_rot_y,FailOnTouchObstacleLong-1_rot_z
798.0222,0.2525,0.79,-0.145,0.0,0.0,0.0
798.0333,0.2525,0.79,-0.145,0.0002,0.0002,0.0002
798.0444,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.0556,0.2525,0.79,-0.145,0.0005,0.0005,0.0005
798.0667,0.2525,0.79,-0.145,0.0005,0.0005,0.0005
798.0778,0.2525,0.79,-0.145,0.0005,0.0005,0.0005
798.0889,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.1,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.1111,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.1223,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.1334,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.1445,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.1556,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.1667,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.1778,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.1889,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.2,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.2111,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.2222,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.2333,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.2444,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.2556,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.2667,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.2778,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.2889,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.3,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.3112,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.3223,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.3334,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.3445,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.3556,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.3667,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.3778,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.3889,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.4,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.4111,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.4222,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.4333,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.4445,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.4556,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.4667,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.4778,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.4889,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.5,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.5111,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.5222,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.5333,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.5444,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.5556,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.5667,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.5778,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.5889,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.6,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.6111,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
798.6223,0.2525,0.79,-0.145,0.0004,0.0004,0.0004
