time,FailOnTouchObstacleMed_pos_x,FailOnTouchObstacleMed_pos_y,FailOnTouchObstacleMed_pos_z,FailOnTouchObstacleMed_rot_x,FailOnTouchObstacleMed_rot_y,FailOnTouchObstacleMed_rot_z
551.9222,-0.0175,0.79,-0.105,0.0,0.0,0.0
551.9333,-0.0175,0.79,-0.105,0.0,0.0,0.0
551.9445,-0.0175,0.79,-0.105,0.0,0.0,0.0
551.9556,-0.0175,0.79,-0.105,0.0,0.0,0.0
551.9667,-0.0175,0.79,-0.105,0.0,0.0,0.0
551.9778,-0.0175,0.79,-0.105,0.0,0.0,0.0
551.9889,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.0,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.0111,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.0222,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.0333,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.0444,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.0555,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.0667,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.0778,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.0889,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.1,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.1111,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.1223,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.1334,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.1445,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.1556,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.1667,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.1778,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.1889,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.2,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.2111,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.2222,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.2333,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.2444,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.2556,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.2667,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.2778,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.2889,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.3,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.3111,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.3223,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.3334,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.3445,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.3556,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.3667,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.3778,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.3889,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.4,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.4111,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.4222,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.4333,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.4445,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.4556,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.4667,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.4778,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.4889,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.5,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.5111,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.5222,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.5333,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.5444,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.5555,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.5667,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.5778,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.5889,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.6,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.6111,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.6223,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.6334,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.6445,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.6556,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.6667,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.6778,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.6889,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.7,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.7111,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.7222,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.7333,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.7444,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.7556,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.7667,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.7778,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.7889,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.8,-0.0175,0.79,-0.105,0.0,0.0,0.0
552.8111,-0.0175,0.79,-0.105,0.0,0.0,0.0
