time,FailOnTouchObstacleShort-1_pos_x,FailOnTouchObstacleShort-1_pos_y,FailOnTouchObstacleShort-1_pos_z,FailOnTouchObstacleShort-1_rot_x,FailOnTouchObstacleShort-1_rot_y,FailOnTouchObstacleShort-1_rot_z
840.3223,0.2725,0.79,-0.055,0.0,0.0,0.0
840.3334,0.2725,0.79,-0.055,-0.001,-0.001,-0.001
840.3445,0.2725,0.79,-0.055,-0.002,-0.002,-0.002
840.3556,0.2725,0.79,-0.055,-0.0024,-0.0024,-0.0024
840.3667,0.2725,0.79,-0.055,-0.0025,-0.0025,-0.0025
840.3778,0.2725,0.79,-0.055,-0.0023,-0.0023,-0.0023
840.3889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.4,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.4111,0.2725,0.79,-0.055,-0.0021,-0.0021,-0.0021
840.4222,0.2725,0.79,-0.055,-0.0021,-0.0021,-0.0021
840.4333,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.4445,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.4556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.4667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.4778,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.4889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.5,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.5111,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.5222,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.5333,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.5445,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.5556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.5667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.5778,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.5889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.6,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.6111,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.6223,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.6334,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.6445,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.6556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.6667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.6778,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.6889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.7,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.7111,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.7222,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.7333,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.7444,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.7556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.7667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.7778,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.7889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.8,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.8112,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.8223,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.8334,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.8445,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.8556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.8667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.8778,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.8889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.9,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.9111,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.9222,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.9333,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.9445,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.9556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.9667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.9778,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
840.9889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.0,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.0111,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.0222,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.0333,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.0445,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.0556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.0667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.0778,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.0889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.1,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.1111,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.1223,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.1334,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.1445,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.1556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.1667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.1778,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.1889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.2,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.2111,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.2222,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.2333,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.2444,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.2556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.2667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.2778,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.2889,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.3,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.3112,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.3223,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.3334,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.3445,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.3556,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
841.3667,0.2725,0.79,-0.055,-0.0022,-0.0022,-0.0022
