time,FailOnTouchObstacleMed-1_pos_x,FailOnTouchObstacleMed-1_pos_y,FailOnTouchObstacleMed-1_pos_z,FailOnTouchObstacleMed-1_rot_x,FailOnTouchObstacleMed-1_rot_y,FailOnTouchObstacleMed-1_rot_z
1387.5439999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1387.556,0.1525,0.79,0.005,0.0,0.0,0.0
1387.567,0.1525,0.79,0.005,0.0,0.0,0.0
1387.578,0.1525,0.79,0.005,0.0,0.0,0.0
1387.589,0.1525,0.79,0.005,0.0,0.0,0.0
1387.6,0.1525,0.79,0.005,0.0,0.0,0.0
1387.611,0.1525,0.79,0.005,0.0,0.0,0.0
1387.622,0.1525,0.79,0.005,0.0,0.0,0.0
1387.6329999999998,0.1525,0.79,0.005,0.0,0.0,0.0
1387.645,0.1525,0.79,0.005,0.0,0.0,0.0
1387.656,0.1525,0.79,0.005,0.0,0.0,0.0
1387.6670000000001,0.1525,0.79,0.005,0.0,0.0,0.0
1387.6779999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1387.6889999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1387.7,0.1525,0.79,0.005,0.0,0.0,0.0
1387.711,0.1525,0.79,0.005,0.0,0.0,0.0
1387.7220000000002,0.1525,0.79,0.005,0.0,0.0,0.0
1387.733,0.1525,0.79,0.005,0.0,0.0,0.0
1387.745,0.1525,0.79,0.005,0.0,0.0,0.0
1387.756,0.1525,0.79,0.005,0.0,0.0,0.0
1387.767,0.1525,0.79,0.005,0.0,0.0,0.0
1387.7779999999998,0.1525,0.79,0.005,0.0,0.0,0.0
1387.789,0.1525,0.79,0.005,0.0,0.0,0.0
1387.8,0.1525,0.79,0.005,0.0,0.0,0.0
1387.8110000000001,0.1525,0.79,0.005,0.0,0.0,0.0
1387.8220000000001,0.1525,0.79,0.005,0.0,0.0,0.0
1387.8329999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1387.844,0.1525,0.79,0.005,0.0,0.0,0.0
1387.856,0.1525,0.79,0.005,0.0,0.0,0.0
1387.8670000000002,0.1525,0.79,0.005,0.0,0.0,0.0
1387.878,0.1525,0.79,0.005,0.0,0.0,0.0
1387.889,0.1525,0.79,0.005,0.0,0.0,0.0
1387.9,0.1525,0.79,0.005,0.0,0.0,0.0
1387.911,0.1525,0.79,0.005,0.0,0.0,0.0
1387.922,0.1525,0.79,0.005,0.0,0.0,0.0
1387.933,0.1525,0.79,0.005,0.0,0.0,0.0
1387.944,0.1525,0.79,0.005,0.0,0.0,0.0
1387.9560000000001,0.1525,0.79,0.005,0.0,0.0,0.0
1387.967,0.1525,0.79,0.005,0.0,0.0,0.0
1387.9779999999998,0.1525,0.79,0.005,0.0,0.0,0.0
1387.989,0.1525,0.79,0.005,0.0,0.0,0.0
1388.0,0.1525,0.79,0.005,0.0,0.0,0.0
1388.011,0.1525,0.79,0.005,0.0,0.0,0.0
1388.0220000000002,0.1525,0.79,0.005,0.0,0.0,0.0
1388.033,0.1525,0.79,0.005,0.0,0.0,0.0
1388.0439999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1388.056,0.1525,0.79,0.005,0.0,0.0,0.0
1388.067,0.1525,0.79,0.005,0.0,0.0,0.0
1388.078,0.1525,0.79,0.005,0.0,0.0,0.0
1388.089,0.1525,0.79,0.005,0.0,0.0,0.0
1388.1,0.1525,0.79,0.005,0.0,0.0,0.0
1388.111,0.1525,0.79,0.005,0.0,0.0,0.0
1388.122,0.1525,0.79,0.005,0.0,0.0,0.0
1388.1329999999998,0.1525,0.79,0.005,0.0,0.0,0.0
1388.145,0.1525,0.79,0.005,0.0,0.0,0.0
1388.156,0.1525,0.79,0.005,0.0,0.0,0.0
1388.1670000000001,0.1525,0.79,0.005,0.0,0.0,0.0
1388.1779999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1388.1889999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1388.2,0.1525,0.79,0.005,0.0,0.0,0.0
1388.211,0.1525,0.79,0.005,0.0,0.0,0.0
1388.2220000000002,0.1525,0.79,0.005,0.0,0.0,0.0
1388.233,0.1525,0.79,0.005,0.0,0.0,0.0
1388.245,0.1525,0.79,0.005,0.0,0.0,0.0
1388.256,0.1525,0.79,0.005,0.0,0.0,0.0
1388.267,0.1525,0.79,0.005,0.0,0.0,0.0
1388.2779999999998,0.1525,0.79,0.005,0.0,0.0,0.0
1388.289,0.1525,0.79,0.005,0.0,0.0,0.0
1388.3,0.1525,0.79,0.005,0.0,0.0,0.0
1388.3110000000001,0.1525,0.79,0.005,0.0,0.0,0.0
1388.3220000000001,0.1525,0.79,0.005,0.0,0.0,0.0
1388.3329999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1388.344,0.1525,0.79,0.005,0.0,0.0,0.0
1388.356,0.1525,0.79,0.005,0.0,0.0,0.0
1388.3670000000002,0.1525,0.79,0.005,0.0,0.0,0.0
1388.378,0.1525,0.79,0.005,0.0,0.0,0.0
1388.389,0.1525,0.79,0.005,0.0,0.0,0.0
1388.4,0.1525,0.79,0.005,0.0,0.0,0.0
1388.411,0.1525,0.79,0.005,0.0,0.0,0.0
1388.422,0.1525,0.79,0.005,0.0,0.0,0.0
1388.433,0.1525,0.79,0.005,0.0,0.0,0.0
1388.444,0.1525,0.79,0.005,0.0,0.0,0.0
1388.4560000000001,0.1525,0.79,0.005,0.0,0.0,0.0
1388.467,0.1525,0.79,0.005,0.0,0.0,0.0
1388.4779999999998,0.1525,0.79,0.005,0.0,0.0,0.0
1388.489,0.1525,0.79,0.005,0.0,0.0,0.0
1388.5,0.1525,0.79,0.005,0.0,0.0,0.0
1388.511,0.1525,0.79,0.005,0.0,0.0,0.0
1388.5220000000002,0.1525,0.79,0.005,0.0,0.0,0.0
1388.533,0.1525,0.79,0.005,0.0,0.0,0.0
1388.5439999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1388.556,0.1525,0.79,0.005,0.0,0.0,0.0
1388.567,0.1525,0.79,0.005,0.0,0.0,0.0
1388.578,0.1525,0.79,0.005,0.0,0.0,0.0
1388.589,0.1525,0.79,0.005,0.0,0.0,0.0
1388.6,0.1525,0.79,0.005,0.0,0.0,0.0
1388.611,0.1525,0.79,0.005,0.0,0.0,0.0
1388.622,0.1525,0.79,0.005,0.0,0.0,0.0
1388.6329999999998,0.1525,0.79,0.005,0.0,0.0,0.0
1388.645,0.1525,0.79,0.005,0.0,0.0,0.0
1388.656,0.1525,0.79,0.005,0.0,0.0,0.0
1388.6670000000001,0.1525,0.79,0.005,0.0,0.0,0.0
1388.6779999999999,0.1525,0.79,0.005,0.0,0.0,0.0
1388.6889999999999,0.1525,0.79,0.005,0.0,0.0,0.0
