time,FailOnTouchObstacleShort-1_pos_x,FailOnTouchObstacleShort-1_pos_y,FailOnTouchObstacleShort-1_pos_z,FailOnTouchObstacleShort-1_rot_x,FailOnTouchObstacleShort-1_rot_y,FailOnTouchObstacleShort-1_rot_z
1387.5439999999999,0.0725,0.79,0.095,0.0,0.0,0.0
1387.556,0.0725,0.79,0.095,-0.001,-0.001,-0.001
1387.567,0.0725,0.79,0.095,-0.002,-0.002,-0.002
1387.578,0.0725,0.79,0.095,-0.0024,-0.0024,-0.0024
1387.589,0.0725,0.79,0.095,-0.0025,-0.0025,-0.0025
1387.6,0.0725,0.79,0.095,-0.0023,-0.0023,-0.0023
1387.611,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.622,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.6329999999998,0.0725,0.79,0.095,-0.0021,-0.0021,-0.0021
1387.645,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.656,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.6670000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.6779999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.6889999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.7,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.711,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.7220000000002,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.733,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.745,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.756,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.767,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.7779999999998,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.789,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.8,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.8110000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.8220000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.8329999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.844,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.856,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.8670000000002,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.878,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.889,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.9,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.911,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.922,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.933,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.944,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.9560000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.967,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.9779999999998,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1387.989,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.0,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.011,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.0220000000002,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.033,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.0439999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.056,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.067,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.078,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.089,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.1,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.111,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.122,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.1329999999998,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.145,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.156,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.1670000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.1779999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.1889999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.2,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.211,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.2220000000002,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.233,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.245,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.256,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.267,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.2779999999998,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.289,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.3,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.3110000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.3220000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.3329999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.344,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.356,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.3670000000002,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.378,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.389,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.4,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.411,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.422,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.433,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.444,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.4560000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.467,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.4779999999998,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.489,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.5,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.511,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.5220000000002,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.533,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.5439999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.556,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.567,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.578,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.589,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.6,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.611,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.622,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.6329999999998,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.645,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.656,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.6670000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.6779999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.6889999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.7,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.711,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.7220000000002,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.733,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.745,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.756,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.767,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.7779999999998,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.789,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.8,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.8110000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.8220000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.8329999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.844,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.856,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.8670000000002,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.878,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.889,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.9,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.911,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.922,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.933,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.944,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.9560000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.967,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.9779999999998,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1388.989,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.0,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.011,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.0220000000002,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.033,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.0439999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.056,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.067,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.078,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.089,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.1,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.111,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.122,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.1329999999998,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.145,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.156,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.1670000000001,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
1389.1779999999999,0.0725,0.79,0.095,-0.0022,-0.0022,-0.0022
