time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
715.5889,0.0875,0.79,-0.105,0.0,0.0,0.0
715.6,0.0875,0.79,-0.105,-0.001,-0.001,-0.001
715.6111,0.0875,0.79,-0.105,-0.002,-0.002,-0.002
715.6223,0.0875,0.79,-0.105,-0.0024,-0.0024,-0.0024
715.6334,0.0875,0.79,-0.105,-0.0025,-0.0025,-0.0025
715.6445,0.0875,0.79,-0.105,-0.0023,-0.0023,-0.0023
715.6556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.6667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.6778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.6889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7111,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7222,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7333,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7444,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8112,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8223,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8334,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8445,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9111,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9222,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9333,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9445,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0111,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0222,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0333,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0444,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1111,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1223,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1334,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1445,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2111,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2222,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2333,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2444,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3112,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3223,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3334,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3445,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4111,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4222,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4333,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4445,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5111,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5222,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5333,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5444,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5556,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5667,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5778,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5889,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6111,0.0875,0.79,-0.105,-0.0022,-0.0022,-0.0022
