time,FailOnTouchObstacleLong-1_pos_x,FailOnTouchObstacleLong-1_pos_y,FailOnTouchObstacleLong-1_pos_z,FailOnTouchObstacleLong-1_rot_x,FailOnTouchObstacleLong-1_rot_y,FailOnTouchObstacleLong-1_rot_z
729.7,-0.1375,0.79,0.055,0.0,0.0,0.0
729.7111,-0.1375,0.79,0.055,0.0002,0.0002,0.0002
729.7222,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.7333,-0.1375,0.79,0.055,0.0005,0.0005,0.0005
729.7444,-0.1375,0.79,0.055,0.0005,0.0005,0.0005
729.7556,-0.1375,0.79,0.055,0.0005,0.0005,0.0005
729.7667,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.7778,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.7889,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.8,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.8112,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.8223,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.8334,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.8445,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.8556,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.8667,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.8778,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.8889,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.9,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.9111,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.9222,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.9333,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.9445,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.9556,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.9667,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.9778,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
729.9889,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.0,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.0111,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.0222,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.0333,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.0444,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.0556,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.0667,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.0778,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.0889,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.1,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.1111,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.1223,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.1334,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.1445,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.1556,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.1667,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.1778,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.1889,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.2,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.2111,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.2222,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.2333,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.2444,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.2556,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.2667,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.2778,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.2889,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.3,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.3112,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.3223,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.3334,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.3445,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.3556,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.3667,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.3778,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.3889,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.4,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.4111,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
730.4222,-0.1375,0.79,0.055,0.0004,0.0004,0.0004
