time,FailOnTouchObstacleShort-1_pos_x,FailOnTouchObstacleShort-1_pos_y,FailOnTouchObstacleShort-1_pos_z,FailOnTouchObstacleShort-1_rot_x,FailOnTouchObstacleShort-1_rot_y,FailOnTouchObstacleShort-1_rot_z
295.3556,0.0625,0.79,0.055,0.0,0.0,0.0
295.3667,0.0625,0.79,0.055,-0.001,-0.001,-0.001
295.3778,0.0625,0.79,0.055,-0.002,-0.002,-0.002
295.3889,0.0625,0.79,0.055,-0.0024,-0.0024,-0.0024
295.4,0.0625,0.79,0.055,-0.0025,-0.0025,-0.0025
295.4111,0.0625,0.79,0.055,-0.0023,-0.0023,-0.0023
295.4222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.4333,0.0625,0.79,0.055,-0.0021,-0.0021,-0.0021
295.4445,0.0625,0.79,0.055,-0.0021,-0.0021,-0.0021
295.4556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.4667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.4778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.4889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.5,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.5111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.5222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.5334,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.5445,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.5556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.5667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.5778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.5889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.6,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.6111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.6222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.6333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.6444,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.6555,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.6667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.6778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.6889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.7,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.7111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.7222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.7333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.7444,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.7556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.7667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.7778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.7889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.8,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.8111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.8222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.8333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.8445,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.8556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.8667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.8778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.8889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.9,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.9111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.9222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.9333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.9445,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.9556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.9667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.9778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
295.9889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.0,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.0111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.0222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.0334,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.0445,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.0556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.0667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.0778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.0889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.1,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.1111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.1222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.1333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.1444,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.1555,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.1667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.1778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.1889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.2,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.2111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.2222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.2333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.2444,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.2556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.2667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.2778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.2889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.3,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.3111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.3222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.3333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.3445,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.3556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.3667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.3778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.3889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.4,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.4111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.4222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.4333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.4445,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.4556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.4667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.4778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.4889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.5,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.5111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.5222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.5334,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.5445,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.5556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.5667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.5778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.5889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.6,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.6111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.6222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.6333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.6444,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.6555,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.6667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.6778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.6889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.7,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.7111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.7222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.7333,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.7444,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.7556,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.7667,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.7778,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.7889,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.8,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.8111,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
296.8222,0.0625,0.79,0.055,-0.0022,-0.0022,-0.0022
