time,FailOnTouchObstacleMed_pos_x,FailOnTouchObstacleMed_pos_y,FailOnTouchObstacleMed_pos_z,FailOnTouchObstacleMed_rot_x,FailOnTouchObstacleMed_rot_y,FailOnTouchObstacleMed_rot_z
1032.644,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.656,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.667,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.678,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.6889999999999,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.7,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.711,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.722,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.733,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.745,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.756,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.767,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.778,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.789,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.8,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.8110000000001,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.822,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.833,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.844,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.856,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.867,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.878,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.889,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.9,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.911,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.922,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.933,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.944,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.9560000000001,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.9669999999999,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.978,-0.0975,0.79,-0.155,0.0,0.0,0.0
1032.989,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.0,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.011,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.022,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.0330000000001,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.0439999999999,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.056,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.067,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.078,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.089,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.1,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.111,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.122,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.133,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.144,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.156,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.167,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.178,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.1889999999999,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.2,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.211,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.222,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.233,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.245,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.256,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.267,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.278,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.289,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.3,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.3110000000001,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.322,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.333,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.344,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.356,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.367,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.378,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.389,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.4,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.411,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.422,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.433,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.444,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.4560000000001,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.4669999999999,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.478,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.489,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.5,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.511,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.522,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.5330000000001,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.5439999999999,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.556,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.567,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.578,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.589,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.6,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.611,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.622,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.633,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.644,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.656,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.667,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.678,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.6889999999999,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.7,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.711,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.722,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.733,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.745,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.756,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.767,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.778,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.789,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.8,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.8110000000001,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.822,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.833,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.844,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.856,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.867,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.878,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.889,-0.0975,0.79,-0.155,0.0,0.0,0.0
1033.9,-0.0975,0.79,-0.155,0.0,0.0,0.0
