time,FailOnTouchObstacleLong_pos_x,FailOnTouchObstacleLong_pos_y,FailOnTouchObstacleLong_pos_z,FailOnTouchObstacleLong_rot_x,FailOnTouchObstacleLong_rot_y,FailOnTouchObstacleLong_rot_z
230.9,0.0625,0.79,-0.105,0.0,0.0,0.0
230.9111,0.0625,0.79,-0.105,0.0002,0.0002,0.0002
230.9222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
230.9333,0.0625,0.79,-0.105,0.0005,0.0005,0.0005
230.9444,0.0625,0.79,-0.105,0.0005,0.0005,0.0005
230.9556,0.0625,0.79,-0.105,0.0005,0.0005,0.0005
230.9667,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
230.9778,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
230.9889,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.0,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.0111,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.0222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.0333,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.0444,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.0556,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.0667,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.0778,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.0889,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.1,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.1111,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.1222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.1333,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.1445,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.1556,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.1667,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.1778,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.1889,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.2,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.2111,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.2222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.2333,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.2444,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.2556,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.2667,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.2778,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.2889,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.3,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.3111,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.3222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.3333,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.3445,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.3556,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.3667,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.3778,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.3889,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.4,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.4111,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.4222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.4333,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.4444,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.4556,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.4667,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.4778,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.4889,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.5,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.5111,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.5222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.5333,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.5444,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.5556,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.5667,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.5778,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.5889,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.6,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.6111,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.6222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.6333,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.6445,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.6556,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.6667,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.6778,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.6889,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.7,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.7111,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.7222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.7333,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.7444,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.7556,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.7667,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.7778,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.7889,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.8,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.8111,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.8222,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.8333,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.8445,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
231.8556,0.0625,0.79,-0.105,0.0004,0.0004,0.0004
