time,FailOnTouchObstacleLong-1_pos_x,FailOnTouchObstacleLong-1_pos_y,FailOnTouchObstacleLong-1_pos_z,FailOnTouchObstacleLong-1_rot_x,FailOnTouchObstacleLong-1_rot_y,FailOnTouchObstacleLong-1_rot_z
921.5778,0.0425,0.79,0.055,0.0,0.0,0.0
921.5889,0.0425,0.79,0.055,0.0002,0.0002,0.0002
921.6,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.6111,0.0425,0.79,0.055,0.0005,0.0005,0.0005
921.6223,0.0425,0.79,0.055,0.0005,0.0005,0.0005
921.6334,0.0425,0.79,0.055,0.0005,0.0005,0.0005
921.6445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.6556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.6667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.6778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.6889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.7,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.7111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.7222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.7333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.7444,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.7556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.7667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.7778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.7889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.8,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.8112,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.8223,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.8334,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.8445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.8556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.8667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.8778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.8889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.9,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.9111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.9222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.9333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.9445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.9556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.9667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.9778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
921.9889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.0,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.0111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.0222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.0333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.0445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.0556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.0667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.0778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.0889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.1,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.1111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.1223,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.1334,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.1445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.1556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.1667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.1778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.1889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.2,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.2111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.2222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.2333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.2444,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.2556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.2667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.2778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.2889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.3,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.3112,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.3223,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.3334,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.3445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.3556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.3667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.3778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.3889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.4,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.4111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.4222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.4333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.4445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.4556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.4667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.4778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.4889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.5,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.5111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.5222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.5333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.5445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.5556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.5667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.5778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.5889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.6,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.6111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.6223,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.6334,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.6445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.6556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.6667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.6778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.6889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.7,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.7111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.7222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.7333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.7444,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.7556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.7667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.7778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.7889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.8,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.8112,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.8223,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.8334,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.8445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.8556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.8667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.8778,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.8889,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.9,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.9111,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.9222,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.9333,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.9445,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.9556,0.0425,0.79,0.055,0.0004,0.0004,0.0004
922.9667,0.0425,0.79,0.055,0.0004,0.0004,0.0004
