time,FailOnTouchObstacleMed-1_pos_x,FailOnTouchObstacleMed-1_pos_y,FailOnTouchObstacleMed-1_pos_z,FailOnTouchObstacleMed-1_rot_x,FailOnTouchObstacleMed-1_rot_y,FailOnTouchObstacleMed-1_rot_z
1398.5,-0.2275,0.79,-0.175,0,0,0
1398.511,-0.2275,0.79,-0.175,0,0,0
1398.5220000000002,-0.2275,0.79,-0.175,0,0,0
1398.533,-0.2275,0.79,-0.175,0,0,0
1398.5439999999999,-0.2275,0.79,-0.175,0,0,0
1398.556,-0.2275,0.79,-0.175,0,0,0
1398.567,-0.2275,0.79,-0.175,0,0,0
1398.578,-0.2275,0.79,-0.175,0,0,0
1398.589,-0.2275,0.79,-0.175,0,0,0
1398.6,-0.2275,0.79,-0.175,0,0,0
1398.611,-0.2275,0.79,-0.175,0,0,0
1398.622,-0.2275,0.79,-0.175,0,0,0
1398.6329999999998,-0.2275,0.79,-0.175,0,0,0
1398.645,-0.2275,0.79,-0.175,0,0,0
1398.656,-0.2275,0.79,-0.175,0,0,0
1398.6670000000001,-0.2275,0.79,-0.175,0,0,0
1398.6779999999999,-0.2275,0.79,-0.175,0,0,0
1398.6889999999999,-0.2275,0.79,-0.175,0,0,0
1398.7,-0.2275,0.79,-0.175,0,0,0
1398.711,-0.2275,0.79,-0.175,0,0,0
1398.7220000000002,-0.2275,0.79,-0.175,0,0,0
1398.733,-0.2275,0.79,-0.175,0,0,0
1398.745,-0.2275,0.79,-0.175,0,0,0
1398.756,-0.2275,0.79,-0.175,0,0,0
1398.767,-0.2275,0.79,-0.175,0,0,0
1398.7779999999998,-0.2275,0.79,-0.175,0,0,0
1398.789,-0.2275,0.79,-0.175,0,0,0
1398.8,-0.2275,0.79,-0.175,0,0,0
1398.8110000000001,-0.2275,0.79,-0.175,0,0,0
1398.8220000000001,-0.2275,0.79,-0.175,0,0,0
1398.8329999999999,-0.2275,0.79,-0.175,0,0,0
1398.844,-0.2275,0.79,-0.175,0,0,0
1398.856,-0.2275,0.79,-0.175,0,0,0
1398.8670000000002,-0.2275,0.79,-0.175,0,0,0
1398.878,-0.2275,0.79,-0.175,0,0,0
1398.889,-0.2275,0.79,-0.175,0,0,0
1398.9,-0.2275,0.79,-0.175,0,0,0
1398.911,-0.2275,0.79,-0.175,0,0,0
1398.922,-0.2275,0.79,-0.175,0,0,0
1398.933,-0.2275,0.79,-0.175,0,0,0
1398.944,-0.2275,0.79,-0.175,0,0,0
1398.9560000000001,-0.2275,0.79,-0.175,0,0,0
1398.967,-0.2275,0.79,-0.175,0,0,0
1398.9779999999998,-0.2275,0.79,-0.175,0,0,0
1398.989,-0.2275,0.79,-0.175,0,0,0
1399.0,-0.2275,0.79,-0.175,0,0,0
1399.011,-0.2275,0.79,-0.175,0,0,0
1399.0220000000002,-0.2275,0.79,-0.175,0,0,0
1399.033,-0.2275,0.79,-0.175,0,0,0
1399.0439999999999,-0.2275,0.79,-0.175,0,0,0
1399.056,-0.2275,0.79,-0.175,0,0,0
1399.067,-0.2275,0.79,-0.175,0,0,0
1399.078,-0.2275,0.79,-0.175,0,0,0
1399.089,-0.2275,0.79,-0.175,0,0,0
1399.1,-0.2275,0.79,-0.175,0,0,0
1399.111,-0.2275,0.79,-0.175,0,0,0
1399.122,-0.2275,0.79,-0.175,0,0,0
1399.1329999999998,-0.2275,0.79,-0.175,0,0,0
1399.145,-0.2275,0.79,-0.175,0,0,0
1399.156,-0.2275,0.79,-0.175,0,0,0
1399.1670000000001,-0.2275,0.79,-0.175,0,0,0
1399.1779999999999,-0.2275,0.79,-0.175,0,0,0
1399.1889999999999,-0.2275,0.79,-0.175,0,0,0
1399.2,-0.2275,0.79,-0.175,0,0,0
1399.211,-0.2275,0.79,-0.175,0,0,0
1399.2220000000002,-0.2275,0.79,-0.175,0,0,0
1399.233,-0.2275,0.79,-0.175,0,0,0
1399.245,-0.2275,0.79,-0.175,0,0,0
1399.256,-0.2275,0.79,-0.175,0,0,0
1399.267,-0.2275,0.79,-0.175,0,0,0
1399.2779999999998,-0.2275,0.79,-0.175,0,0,0
1399.289,-0.2275,0.79,-0.175,0,0,0
1399.3,-0.2275,0.79,-0.175,0,0,0
1399.3110000000001,-0.2275,0.79,-0.175,0,0,0
1399.3220000000001,-0.2275,0.79,-0.175,0,0,0
1399.3329999999999,-0.2275,0.79,-0.175,0,0,0
1399.344,-0.2275,0.79,-0.175,0,0,0
1399.356,-0.2275,0.79,-0.175,0,0,0
1399.3670000000002,-0.2275,0.79,-0.175,0,0,0
1399.378,-0.2275,0.79,-0.175,0,0,0
1399.389,-0.2275,0.79,-0.175,0,0,0
1399.4,-0.2275,0.79,-0.175,0,0,0
1399.411,-0.2275,0.79,-0.175,0,0,0
1399.422,-0.2275,0.79,-0.175,0,0,0
1399.433,-0.2275,0.79,-0.175,0,0,0
1399.444,-0.2275,0.79,-0.175,0,0,0
1399.4560000000001,-0.2275,0.79,-0.175,0,0,0
1399.467,-0.2275,0.79,-0.175,0,0,0
1399.4779999999998,-0.2275,0.79,-0.175,0,0,0
1399.489,-0.2275,0.79,-0.175,0,0,0
1399.5,-0.2275,0.79,-0.175,0,0,0
1399.511,-0.2275,0.79,-0.175,0,0,0
1399.5220000000002,-0.2275,0.79,-0.175,0,0,0
1399.533,-0.2275,0.79,-0.175,0,0,0
1399.5439999999999,-0.2275,0.79,-0.175,0,0,0
1399.556,-0.2275,0.79,-0.175,0,0,0
1399.567,-0.2275,0.79,-0.175,0,0,0
1399.578,-0.2275,0.79,-0.175,0,0,0
1399.589,-0.2275,0.79,-0.175,0,0,0
1399.6,-0.2275,0.79,-0.175,0,0,0
1399.611,-0.2275,0.79,-0.175,0,0,0
1399.622,-0.2275,0.79,-0.175,0,0,0
1399.6329999999998,-0.2275,0.79,-0.175,0,0,0
1399.645,-0.2275,0.79,-0.175,0,0,0
1399.656,-0.2275,0.79,-0.175,0,0,0
1399.6670000000001,-0.2275,0.79,-0.175,0,0,0
1399.6779999999999,-0.2275,0.79,-0.175,0,0,0
1399.6889999999999,-0.2275,0.79,-0.175,0,0,0
1399.7,-0.2275,0.79,-0.175,0,0,0
1399.711,-0.2275,0.79,-0.175,0,0,0
1399.7220000000002,-0.2275,0.79,-0.175,0,0,0
1399.733,-0.2275,0.79,-0.175,0,0,0
1399.745,-0.2275,0.79,-0.175,0,0,0
1399.756,-0.2275,0.79,-0.175,0,0,0
1399.767,-0.2275,0.79,-0.175,0,0,0
1399.7779999999998,-0.2275,0.79,-0.175,0,0,0
1399.789,-0.2275,0.79,-0.175,0,0,0
1399.8,-0.2275,0.79,-0.175,0,0,0
1399.8110000000001,-0.2275,0.79,-0.175,0,0,0
1399.8220000000001,-0.2275,0.79,-0.175,0,0,0
1399.8329999999999,-0.2275,0.79,-0.175,0,0,0
