time,FailOnTouchObstacleShort-1_pos_x,FailOnTouchObstacleShort-1_pos_y,FailOnTouchObstacleShort-1_pos_z,FailOnTouchObstacleShort-1_rot_x,FailOnTouchObstacleShort-1_rot_y,FailOnTouchObstacleShort-1_rot_z
989.7222,0.0225,0.79,0.055,0.0,0.0,0.0
989.7333,0.0225,0.79,0.055,-0.001,-0.001,-0.001
989.7444,0.0225,0.79,0.055,-0.002,-0.002,-0.002
989.7556,0.0225,0.79,0.055,-0.0024,-0.0024,-0.0024
989.7667,0.0225,0.79,0.055,-0.0025,-0.0025,-0.0025
989.7778,0.0225,0.79,0.055,-0.0023,-0.0023,-0.0023
989.7889,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.8,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.8112,0.0225,0.79,0.055,-0.0021,-0.0021,-0.0021
989.8223,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.8334,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.8445,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.8556,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.8667,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.8778,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.8889,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.9,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.9111,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.9222,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.9333,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.9445,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.9556,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.9667,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.9778,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
989.9889,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.0,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.0111,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.0222,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.0334,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.0445,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.0556,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.0667,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.0778,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.0889,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.1,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.1111,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.1223,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.1334,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.1445,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.1556,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.1667,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.1778,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.1889,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.2,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.2111,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.2222,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.2333,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.2444,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.2556,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.2667,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.2778,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.2889,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.3,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.3112,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.3223,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.3334,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.3445,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
990.3556,0.0225,0.79,0.055,-0.0022,-0.0022,-0.0022
